,CIK,Company Name,Date Filed,0,1,2,3,4,5,6,7,8,9
6507,799729,PAREXEL INTERNATIONAL CORP,2016-09-20,salary,base,bonus,year,target,revenue,fiscal,eps,committee,officers
6516,861361,B/E AEROSPACE INC,2016-07-26,exchange,july,act,june,financial,press,results,ended,release,quarter
6524,861459,GRANITE CONSTRUCTION INC,2016-07-29,ebitda,measures,gaap,july,company,non,provided,used,financial,companies
6532,887936,FTI CONSULTING INC,2016-07-18,mr,employment,fti,consulting,bonus,july,effective,termination,company,date
6533,887936,FTI CONSULTING INC,2016-07-29,consulting,gaap,fti,adjusted,segment,income,operating,measures,charges,ebitda
6534,887936,FTI CONSULTING INC,2016-07-29,ebitda,segment,charges,consulting,income,gaap,fti,adjusted,measures,operating
6535,887936,FTI CONSULTING INC,2016-08-02,fti,segment,gaap,consulting,adjusted,charges,income,measures,ebitda,operating
6536,887936,FTI CONSULTING INC,2016-08-16,gaap,adjusted,fti,consulting,segment,charges,ebitda,income,operating,measures
6543,903127,POST PROPERTIES INC,2016-08-02,post,earnings,georgia,supplemental,financial,properties,david,august,release,exhibit
6544,903127,POST PROPERTIES INC,2016-08-15,post,agreement,merger,proposed,expectations,regarding,sec,joint,properties,looking
6568,910521,DECKERS OUTDOOR CORP,2016-07-06,incentive,performance,compensation,committee,measure,awards,based,target,plan,cash
6569,910521,DECKERS OUTDOOR CORP,2016-07-28,shall,act,financial,release,july,press,exhibit,corporation,exchange,george
6570,910521,DECKERS OUTDOOR CORP,2016-09-16,proxy,matters,shares,annual,proposal,stockholders,company,forth,voting,meeting
6579,910606,REGENCY CENTERS CORP,2016-07-07,corporation,rate,term,amendment,july,regency,centers,loan,agreement,fargo
6580,910606,REGENCY CENTERS CORP,2016-07-13,llp,regency,july,closing,underwriting,agreement,centers,wells,fargo,securities
6581,910606,REGENCY CENTERS CORP,2016-07-15,regency,july,centers,corporation,indenture,notes,offering,senior,million,common
6582,910606,REGENCY CENTERS CORP,2016-08-03,centers,months,august,regency,ended,june,florida,act,website,exchange
6597,921112,LIBERTY PROPERTY TRUST,2016-07-25,agreement,sale,liberty,partnership,trust,july,property,limited,closing,press
6598,921112,LIBERTY PROPERTY TRUST,2016-07-26,liberty,property,trust,july,title,financial,partnership,exhibit,report,limited
6599,921112,LIBERTY PROPERTY TRUST,2016-09-19,liberty,indenture,limited,property,partnership,trust,underwriting,notes,september,supplemental
6600,921112,LIBERTY PROPERTY TRUST,2016-09-23,property,liberty,trust,sale,amendment,partnership,agreement,limited,september,pursuant
6638,936395,CIENA CORP,2016-08-05,august,ciena,aggregate,notes,david,transaction,approximately,act,exchange,outstanding
6639,936395,CIENA CORP,2016-09-01,ciena,july,results,quarter,ended,september,investor,act,corporation,exchange
6646,936528,WASHINGTON FEDERAL INC,2016-07-14,federal,applicable,washington,financial,june,july,act,exchange,copy,attached
6647,936528,WASHINGTON FEDERAL INC,2016-07-26,july,act,company,washington,chief,officer,bank,mr,federal,applicable
6648,936528,WASHINGTON FEDERAL INC,2016-07-26,company,federal,accounting,officer,mr,director,july,appointment,senior,washington
6649,936528,WASHINGTON FEDERAL INC,2016-07-26,applicable,july,washington,exchange,august,federal,act,press,release,pursuant
6650,936528,WASHINGTON FEDERAL INC,2016-09-14,act,exchange,september,federal,directors,applicable,washington,company,board,appointment
6651,936528,WASHINGTON FEDERAL INC,2016-09-21,repurchase,shares,september,program,washington,federal,act,company,exchange,price
6660,945394,HOSPITALITY PROPERTIES TRUST,2016-07-01,looking,development,agreement,rmr,june,portnoy,ta,llc,property,forward
6661,945394,HOSPITALITY PROPERTIES TRUST,2016-08-09,properties,supplemental,august,trust,mark,operating,financial,quarter,act,months
6662,945394,HOSPITALITY PROPERTIES TRUST,2016-08-16,offering,company,august,looking,forward,shares,common,llp,occur,offer
6663,945394,HOSPITALITY PROPERTIES TRUST,2016-08-25,looking,forward,notes,properties,pursuant,occur,act,trust,august,securities
6664,945394,HOSPITALITY PROPERTIES TRUST,2016-09-09,trustees,restated,amended,trust,shareholders,properties,trustee,bylaws,proposed,shareholder
6674,945764,DENBURY RESOURCES INC,2016-08-04,james,august,denbury,release,exchange,press,act,resources,financial,exhibit
6684,945841,POOL CORP,2016-07-21,release,earnings,pursuant,corporation,july,press,act,exchange,mark,second
6685,945841,POOL CORP,2016-07-29,pursuant,corporation,mark,exchange,july,cfr,act,rule,registrant,issued
